wallet,stake_fixed,boost_fixed
YVCKRYL2EMYVSQRKVOCOT3EMK2JBO4XIQUISXUZ5QWS4U77QA7IDPCH4TE,303.719217,240.4621377
GP4LLOXWBHT4MZIUVOK6ESHY2Y37KJAC6RR77A6D7FVIROLSA4M7E4OD7E,301.516664,238.7183211
ZVDWHBY4NP6NRWQKMXWM5DGKJ4DR3G7JAJ364DRTT7RIK3SKCCBVYHQW4A,300,237.5175401
2STLAEDGA4MOUOBXK56EMU7L6U5WFLZLSQMMHNIKDWTGRPFKUKFRJVNZOE,300,237.5175401
NHZQIDDSZGXNQSP6CYVTDGRHKP2DM5NERB45UMZOZZK6SEEPS57HDUWIIQ,296.981949,235.1280733
STDXEBJRVUCT2GVPWNDFLUE6QQXCKBKCXEB6LHI5H6JEO64WO3534OYVLY,296.767245,234.9580867
JFMA7LECWLGWVNU2NI6NOA4B344VVCQEGPOT5KXPO4SSIIZISVT2DYGHPQ,295,233.5589144
COSTFO3OG2OESW3IIDZH4RVAGBPHFFYSA57XKVYVCBJ3RTSB5WDGRCKHIM,290.523541,230.0147893
SZCAMFWT2HSKENIAP775H2KQNSLDPUXRGCGWB2FRMQK76DPJJGUXURUTDA,285.599256,226.1161091
N73RH5TCLGOSAH44IHCAYCKHD5CC6Z7A2GNAVENNUKBC4HBBMZ2PTRYQZ4,285.159396,225.7678609
UO3X25HWUWG5ZRTLW5LF7GNUZKESACSI33FTUPMB3DHPXMKSMKTK6E5A7A,283.229344,224.2397902
7FVE376INSO54KJWCJXJMEDWOIR76HAJAZO3L6PWLVWELOMNK62DXTY43A,282.388907,223.5743951
QPJEW7MFT7ENCXJROW4QVLJEMAT3L2XDTGPYWE4TGEZ3ZU77HYRQ6ZLWTY,279.054041,220.9340979
SZJKLQG54ATLOFVYDJHPHKK3HJNO37A36W6G2GVHGTLSTW2335FM4RECBQ,278.94033,220.8440701
5AOCKMQL42JXZRXONTXXNYOTUNXPOWXYV6B7IDLYL4NMBU2JDJU2JWYMDU,278.822152,220.7505056
63LQJY5ND6EMXKQBSBOG2QILYHOZVBOOBRLDQDJXINWH36EZXKPTCKXVP4,278.513669,220.5062718
B3DXACBO37MRJXRJKR5RW3SUQ2DDURBDFWIRMNMPXKDYFXALHY3U5WC7XE,278.057985,220.1454953
NVHPSLXESN2ZQZQLQ5TVVD2U2WUWWWSLWBUWDWQQFEP3HHJ5WD4HLDAE2U,277.447771,219.6623736
H26ZSRNXLIYNELUMYFY35WA5CMNWZPEYRWLWXBM6BRDSQUU2M235YPR4WE,272.24276,215.5414356
ITSIF5ILH6OEJTVLRLVKQQCXJBHIWK35S7VBLOHNEMR2GYW7SXBELO2QMU,269.86302,213.6573356
RYQ7HJGN7AKYILQM4ONZKRUCIWI3S5234RFKRBKRD6SXRPIPVNGLXJB2GQ,267.490046,211.7785924
Q75CXDH3OWZHJJROVFGKQH3GMDXNTSQBJKZ5T2P5E3D7JYDBU424ERCZMI,265.62535,210.3022657
MDYEWIIYURGH5DQGHGJQNXXXN3LAPB6XSV63GUVRUWG5CF4LZEWAAF3BCM,264.228516,209.1963572
V2FOEMDJTTSFMVZJB7PDW7JD236XEE5WHO777XHVQDX3EVUYVHRDRKMQC4,259.475334,205.4331435
DF4DIWCQNP462UYFHG4NSSOXA5VCYWQUCO4ZS7NQ6TQ2HTJOUENN7HDO4E,258.333332,204.5289918
M3VOKF25P2FZ56HDDRNYCKDSILUVPBQWTT7ZOGP6QJBSX3G63IVZJZWQJQ,258.258891,204.470055
3PKSIBDFFT7NQNSWTCDJX5HS4REH2TO74R7T54PB2D4WR5W4HZPTRGSPVU,256.32173,202.9363559
OSESJNI35O2BLKJGSBY3G5CPJOLKWPSZVGZRTAFIKVSQT67EP3T5XFMZ2M,253.038087,200.3366133
RQ4VF6JSQPSYZZGBEZVL4LU2PZ5NGOMCC5BY5XTNTRQIZGIKG3KCWGBCN4,249.787803,197.7632817
4PAJRZ2HQ6Z3EKSTANAVKLHN5FDJNCTR4TODDHKJUNFNV3ATI3SX4KINOQ,245.550481,194.4084874
LTPG2VCWN57NZOTN765UNE4WEEFXNMCL65IZYEVB7NDGCNBDA6HDOR7XZA,241.666666,191.3335734
ECGVY7FCM72724L6L4IGHL5PBPFCDUCDKSEEGO4AWGD6ZDNC6VLOD74QA4,237.973615,188.4096921
ZNOZWDYO2OJI6AAFO7MXYG33NU2FJOC3RORAAVLDNKOYSKPAMUGPR2U6RE,236.131574,186.951302
BXZRKKPLX3UYDVUPBWBII5E6DFBXJ7GMTCAGW7GYC3MCCSXF5JIZURZQ4M,235.466666,186.4248776
TROKDNFRZX7EQYF7ZLQHW5VDPTTZRDXZHMH5INSQ3WREFO464VCFVPCYK4,232.303849,183.9207959
YTHHTDDZJYH5LVL5UC66AEEWXYVFQKL4CXZGJV4QU7VUA4QVPBLLU4OLKY,231.62534,183.3836033
CXYOW3SPUCQZDS4CU4LSI7FGNIYSQVSZLTLA7JZCHNJUXQH7SUHCBQGDVE,229.032042,181.3304241
VYH4CPFWL5VNGRWUDD7LM22UYUT7JWK5UUI5FX7IO2JHYQ2PYGJ63ONIZQ,228.709274,181.0748805
PAT4TJWUXKTBSV7QRBFPWQZZM7VB2ICLCXQVT3ZS4MUXIPQZ4SZW3KJHBU,225,178.1381551
6YWUOUG4X26E4P62ZMQ5FOF5USB6O6R7YNQL7LFGBZJ6IMU3WOBHVCEE6A,223.366952,176.8452299
DPIBJSV6PEWXAG42YI674GSH6IOORLU6RYN4DLGS2G3BIL7TDJWJT6I4EI,221.631077,175.4708941
UQAFWYRF7I5QYPNF3SGC3AKCGMF7VFYTXZ7Z5JA2COJLSE6OYOD34FVVTE,220.432474,174.5219299
2UO53RZSJWCFPVEYT2SAMROLKK5BNKRAIYPLSTASHI55GD65GXOOZ4GPTE,219.932419,174.1260238
AOZCYYEDOLPOWQ2UCKNOEMHOQPX776KUZ4UZN45I5O7FL5CY63ARXR7BV4,218.858377,173.2756778
4CNAJHHMTWUXH6IXFRZJJWDNRCHYPKTDLMR5ZXMJ6Q6GAER43QYWYZ26MM,218.812823,173.2396115
544JCGDS4O4OZGNYWSPMJJZGRDSVFCOZRD4AP4SSRDXGO3PVLYWWTKZA4I,218.262956,172.804268
ZVDO52BKHSD67HH5OMRJCWKOAGPK44MUD52M43FSKGMKW7YSOCRMT6DUW4,216.153179,171.1339045
PAUNE6V52ISXU4GAICSKRJ3AYOKSKGDJMBYEBPW32PK4VWDLQDZQJI5MUY,215,170.2209037
CMMONUCJJRTO5DBJBMB37RPUL56U7KLIT36YIBUAFVMAAKP62ONRDVD53A,213.694183,169.1870556
EBU7OSCVSE3BQBVRIMJ6VS2E5URX7NV72AM7ID5FXZUH7KVJNN3ERN6VBI,213.480652,169.0179977
VPUH5X2DFLNJEO7WROYYPAEKG7RXMJKKZHK53GMVNLPZD7OL7KV6LQWN5M,211.666666,167.5818194
C3UKOMM7ZFYZ476LKIIPNKHZJNOM4ZCTAVJBVGVK6ZSJT4KR32EMIYTEJU,211.40096,167.3714533
6BZKYR747KVWYVNNOSJRYAAXUL5IO6GO4MUZN7N33NW547TFQARGIQHBBA,209.999999,166.2622773
MK7ZTVVFVON2KRMKHQAX546PFMW7T77GLE43EE46KQUDNVGTSPGYBIQSPI,205.426982,162.6417048
ZGF7WQOWHRDOF54HMRCL3CZDMMEALQBVU2I5C6RKDAUZ2EHO4QD6HQ6V3Y,203.177459,160.8607009
TRPVEVP55UCACOQORFZSWY7UIL5YS7BIJ7ZB5R7M3QY4A6CQMCF3QOX6BQ,203.034842,160.7477874
YVBJEKJQOZHJHSXHJRAZTBOPWKM7IXS4LLLRMN65SWOYT2CBZPR2DWNKJU,202.930951,160.6655343
MOYJ7B4NDGWUQKIJ7L6TS56SURCQBNBAFPP75AEYFWDYWH76J2YQADYRSU,200,158.3450267
5MBLR4P2UIG7RLYBUSVAJRFDFFGFYVXNH7XG3ICQ5MHRU4JRLLJKHUQBZU,198.433332,157.1046563
PV5MLCDM6CA7WC6ILASV6IDMZRGPE7HQ6IC3GSUGPWNTGIMEYOTQH5K6AA,198.333332,157.0254838
HBNFKHJOMSHKVUC3LQYLA2B6EEKHWENXB5VOBCKFPFZWPPZ5BYXJJ37CHI,196.450972,155.5351721
JDTSLEKIIEUFOSR2FWFF3HKWQYW3HL4OXQUBUIEYCXCOVBEMQSF2554CZE,190.837507,151.0908507
ST3B2563UC7MLC37OXX62QGT65L7PYNPCUH2DQMR3SS4DR33QGCSOGTZDY,190.657603,150.9484162
VHQQSRE3CRGBIVFZS6LAQLFJ4LP37FE6G6V5YLRMJQZXE6FHBXXGEBCIUA,186.666666,147.7886911
XXZMJZA3QZH263H66T2MMFPDORW6SX4ZAERGBLBMFTNZDRXZRROHXLBC5M,186.498044,147.6551888
CE3YFYY2QDC5KQZWQT7SY7KMU4XKWRLR7RMPE44SMB3EIQNK5GJUANDSRI,183.876727,145.5798263
3QXT6ORLGUWA7Z5RVUV3MRDKIBWRR5UZOYYA2DEIWSZV2XZJ7XDPVKUCBM,180.685012,143.0528653
4JBXFFT7XL3AT5FKOYAQNLPI2HDUNZK6GYPVNURY6NZKCPH7XNIJM6NONE,180.505842,142.9110119
26K5373UCRVWEMSBNBVEKZ6HTUQNXIC6QEXJB5CZNKHA62KXXLSMZDN3EA,180,142.5105241
XHUCGTSLDHXBZZ3DPCH7EY6ZUX5TCMXMBFKVIN2TPSOVIAZ5PYXFPQ5HY4,178.599756,141.4019157
T5VQKLVDBHX47FRNYN7BBGUIR4DIJWJZWEAKTY6PF2SVEHSDZTJZSZXTAM,177.21812,140.3080397
VHG6RH6A2JOQLYYQYRA3XKNTVNZYEJRDHD7X74HOPJULCZ3JTNOJEGK2NY,176.277491,139.5633201
IZ2PLJXTQQH35XDA7HNGTHLBX2NMJ7SUYOCPPJIHACFNQ7SS3AMBVKJNMQ,173.370536,137.2618108
HAR2C73DWPZFUWCSTK5QR3CQMA2TD4B2OJ5DCYQI4P7PN26VWXGZFWSFLM,173.125692,137.0679616
TX77WPHLK3JWZPRFPE5YSDAT4W3AIVLF2SJZISOIXGQVTX7RFDHP7G5HSE,171.581882,135.8456885
WQSNWUNV3BUFX36F3I7R372N4OBMZY54FTDYAMAH7GBSJIHYHEQNZ4PMGA,167.414937,132.5466134
HN3ZLTKDHZQ2DKEK2YRAZQJH4SDWNC67R4YR4YDN5TG6JMXEHL74UPNLWM,166.751925,132.0216901
CXZ6O56TJ5TRF7BDBUU4YAOZW5IACC4EDHB7HEF2YRPGPXQ2K35V26V3S4,166.666666,131.9541884
F24OZGPIRG2JPTA523DQVZYE7IMBMZXKPWROMYVMYQFBKCKXRXKHEZWCEQ,166.666666,131.9541884
GDSFPNZXZUM374HGSN36Q4WYPSCH5IZIO3QBPLEOLZ43EVBHBP3X5NY4OQ,165.251535,130.8337936
4V3XSEW5274K5QRYAKE3VHUIKUZL7MSKK4JIDODVE2DNTQXKCRLNRNZ4SM,162.686803,128.8032309
UR3RG6OGWTNX3IDJ6EFJJEG6GQQ2K3CPY6UEACWUJ64CATK5OZFSDVFQVU,161.78283,128.0875327
2XHGNXIUBIXDU2ZVEOVB3KSVN7XS2Y3MLKO7PJGAUI7GBO3G5POTET7CC4,160.574027,127.130493
KMMG3JPSXBHCTPAFOYLR7YEGRPNEHALDT4CSW3VX7AYYW5QBYRIGPXKNSI,160,126.6760214
KBJ3OCXEXPJ4MPRSM3TFM6RL2UNYFAWFPAQOIRPASYIRYPMUEPJZ422H24,151.725101,120.1245759
APDVOG5MT2XDV3JEKMVSAI3LHUO6T2WPRMKQAELKQGEGUG2PLWJ6MHYWL4,151.520243,119.9623846
64EZQKR5SWKYWZT3663ZY4D2SZLLOHRFHIYQBEORYO3HZSUVDXWV32QIYI,150.265871,118.9692668
F2M7D27NRTIUFIKUUHNBDQFDN42WZSAOZRC3CBYKDGX6BX6YKYTKLBICSY,150.001111,118.7596497
AAKJHKKARC4FD6IR65XMYGEA7UKYF73IUG5WBAJ3OX72ES23O6LIYRB2EE,150,118.7587701
BMSASWH4U2AVPAYLJSOLR7XMMJSZNERHN76NCKKLWZTKFZYNS3BOVMT2IM,150,118.7587701
RJXXK5DQOGSUL3BUNWNVIUNBNZJBOF3RIDCAXZJEY75LPHHSQAXK4ZQA2Y,148.83449,117.8360065
6SZZC2227REUFMW6LQBNHTOQE2PPMECEXGQVS56JSGWRER43VGET7B2LR4,147.082434,116.4488597
PRJ4YLXPBUBXWSOSAGX6GKZR25HF5N72TVO6HCO2IOSEKTIVIZRB66YJTE,146.855162,116.2689228
QAHFTDDIFNTZ2TSKNA7YVYZQFGECWCW66J534ISNZK7EHHFNWOOJIDR47Q,145.284581,115.0254543
6WUXQBTOZXVDAODXW53VQI6LQAPSRHEZJAJJH2NQVOQ7T2OJQ44MBAAL74,145.147953,114.9172825
7TDXAQJK4I6WPHSTDHJLM43KRCHT2Z7EPKG4RFVGXMDU6YSEWPKFDNZ5GY,144.742212,114.5960471
S4DY2NHQPQJJM2PUIL3KF3O33FVGXTJBF4TKVJ4NA75VUHPTXYGJ24IAYU,144.676665,114.5441519
DTCNQE7O77BFKL6FJNXLPL2Y2S4ODOIF7ECUW4WLFHNFZ4N4APL4RMCGQM,144.228372,114.1892271
NQEBWZEX7TA7P7CLLWNCWM3HEZGFO7V4AYCBX4ENN2VQSUPTRQWL7FT7JI,143.877889,113.9117409
J4K6FQ6Y6Q5P43OG4DGWJKXTMCDO44COILRGIYT3SN3OATRYROSK5HL6UM,142.971354,113.1940144
MNEPXB75L7YUT5S3NRDDTVBZGISPMD6ZUCVPP32N4NRA2D3VDJFZV74S7Q,142.129395,112.5274143
PNOE7BV74657YUHDY7KHDI45NS362TLNJKCQC2X7JM6XRHFIJTJVE5ELBY,141.999999,112.4249682
IREYRJL6J5LSPME24OPBQNQKQEEGONEKLP36NHTR2WPWOLLVIF7LZIMHRI,141.252092,111.8328314
H5VZBYSQPPOWIETSKMJG7NT2DTEB6V7XCCOZHTT5ZFYKFQ6HO4USCRHWQU,139.597811,110.5230956
3BB2B7ISD2R5YZTU7ADG2WM3CQBGF7Y7TOAKLQIKZOXHHIBPTYIBXBMMVY,139.306064,110.2921121
3XKT4RBPBVMCGLWMGUEZQ24OAG4D3ZXME6TLI5HXEAMRTK3QGBLOZK3UBE,137.317304,108.7175609
FAUFVFMRLLNCQHCESKWX5AQR5TOA6WF3VCAMPJKMHIKMXLSECUYZYVKYRA,135.509956,107.286638
JHBBVCGRMAUP6AS6EOGZU4HFJGJRBTUEJ7OOISFI37S3OJM23PPWFUCRN4,135.468246,107.2536152
THGRPGKXSZXLN2A2ALZW54WFYPGKVMLH4M7IYONDW5Q5FFFRSPXTCPATL4,135.43111,107.2242137
5WWHNCVTD2ISGN2C7ITEBUPWP4LGZ6FIDLCRPESL2DIOZ4LYVEW273IY5E,134.261606,106.298288
O6PNNROSTGTFAILDUH3OAIDHT72NZX7GATM6VGSQT5VM6CMWSSBGHFBD2E,133.913187,106.0224359
SDHH4DAV4I776VMWWT33IYWWS6PG5ZBXAMCXDGZELQ433FIBZKZCUVPCSM,133.502547,105.6973219
GQLDXOKZ5LAKYT5JE2F5MPKTP3O7FNUWJLGAFTU3C725HFK5KO6BFGJKYU,133.04912,105.3383323
LHLAH3YXYMV2KOALFXAUUVEYRO7VODHXY7UCODKD3TPSQDKPMP5ZM2ESJM,132.773967,105.1204868
STSRVFPGZ5LJRKKMILRUUG65LHS7UQ5GVL7TBYKCZ2M7OA3LJYRGE2OUII,131.567089,104.1649711
SCPRGYU7IEIOOUW6D6XK5COC5VKF4LSTOCHIL4TFFTH5U7ONXC7NATLOU4,131.106251,103.8001141
UZL3FXDAODFDBOB7ORUAYASRNBNT2SNHFNFURFIFV4PFDNNK42ALYMBJ4U,130.767132,103.5316251
BFO3TFOVP5LHIZKTTIJCLFABL7JZFUXFWLS7IKBR3NXNCKSWVVBFRK2HIQ,128.265071,101.5506805
ZGO2ZJ6E5TGHJ6YG23PTYRMJCR34OOAGL74DD7AZWPGIX5FWSZSH2DT2SQ,124.78679,98.79683799
G767QLQ2COULWATVGU4Q44SH7QQABJFSTWUIZN3PIJNM7QBB63UC2GFFVA,124.652759,98.69072228
LRVPAKKRARCWJ3A7F6RASUWKNDG3NLX7EKAFXZLWQKOFYBT6BUI4IWVESE,123.603533,97.86002369
JCIQBAHR534SD6R54X2ULZYMJVBWFVNSRUBXN7NBGFAIK6MGSEQKREWYFY,122.878559,97.28604355
KEOXTXAW62KFNQUGJ7KOFYVLPRKE7JK4Z74M4W3QTSRITH7CYSBBHAM6KE,121.645316,96.30965407
UXIDUN433P2TK6O4LLGZKQYK7XBPLV7WMEKUZW7NKFURDPUR2KRL32F6XA,120.769142,95.61596509
6UMRGKJ3LSDUUPQIEOXQMVVAKWMNFZB7FKRMI7EXDZY2WWME4JBCZVQLJI,117.850452,93.30516486
T5Y22E72TDKEDWOPZNCKCN46SW7QEW2UGTVWTHXY5RWQL6QK2DBLUWBL4I,114.901229,90.97019089
JDC55DFEFUEKUXH2OFJEDZLDISHRRGP255WOGZNQPANXFQIH7WERPNWVTQ,113.836934,90.12756179
UTDWGV7EAGQROKAB2CELDHAUDXWFD6YAKIGG2RIUXHI3P52AHJUNEL5FIE,113.169771,89.59935207
3J7KRXIEI3APHXD52NMKZBMICVJPC7AEX776QFU5G2MOY7VDHGWMDNMWGU,112.820422,89.32276369
SE2LPDND3M6W3NKBRU6LGGJ6ZSJ5KGKYK2T2B53TS6W2BJ4EGUL3QDMOPY,112.667676,89.20183084
E4YYGVVWUXSYCTAQRIHL2HL67H3DJXFCNEJPK4RW3ISDMG7CTK4JGN5PMU,108.516666,85.91537189
6SOQMBXTKWDFYY2D474T6HN6MOAOXKE5UBEZ4XSYDXYMWW4DKHTEAE6FZE,107.340985,84.9845557
FLNYP6L737ZT4XL7WKHGOSV5NPWWK2EYQ7YHGQ26XCLIOOHSSHQAXTAKLI,107.207134,84.8785825
GL24YJ5YAJGFN4IMN5V4LYTQWQPWYRCPDPTFNFK5XCZ3C2EWNB5QT3LDXY,107.03958,84.74592578
ARENG6NTTQHEJ6M6BWGEOGTBIDBY66MTDOOOYGB5XH3DH5ZZC3SI5O5LXI,106.760626,84.52507089
LJKSWH7PS62QD6TDA5KZAYKBV4HW7H4LOYGXBJJN3FOQS4OUNZEWWJF674,105,83.13113904
56UCIK67BYT2CEKMAYZ6QWEJKAWSTDBMGEZT4VIOMJ7V4VDCK3QGVYXTGM,104.999999,83.13113824
MB5HQK5CK5FOMXE4QYJ2E3J5RVTGV7BH6NUJBVZAUQEWUVFK5NM3ETL3XA,104.494875,82.73121888
UYX5FNGGQJKT5UQOLPFI6F6Q3TXIJNPYMQOOZPZTJHGMQ7RDT4QRHEZNTU,102.360009,81.04099181
AUWK45PDXB2PZG7UPZTTWBI7I35NUCYKOFNTO67IFMPCG7QKSAF5UYUJBY,101.62389,80.45818789
ZWCV274IRIKMAUY7JQXYJPOWCUN5VUFIB6ENB7HGNNRN6S6BQF7C2REFEE,100.999999,79.96423771
MEUOP4FU2HUO5VPA6TKPVO3S72UAWVEKE3T72QUOOH4OSIJPLALHNWQTNQ,100.016662,79.18570509
P2SN4WNOJ3BDEXKFSENICQAKCLVKXWEZLKSUSAMTQM4ETPQG7UTVA6PLIE,100,79.17251337
XDE4WP3R5UARQUN4GG4XYV6YTOM6M3D4E22SKXQORHJJNBWOXQBYW66BOI,99.999999,79.17251258
OIHWHOL4XCCKB4YX2HXAM4CZ4HKPHMQJP6I7UYDTIP6RUS6SX3MARZCJ5I,99.344013,78.65315197
TGUDQSVW5FN3JSPN4RLK3I5GEEO3OHG3WHYZUKYRF2HE7M6DZQE4LMRLUQ,99,78.38078823
WFXDEKJW4C7H2BPPQBO2YK7BTVJ5FS4K5RW7DW5GDSDS7O6VXXCOPVYGY4,98.333332,77.85297042
RP7ZUEGL7WJHMYXZQ2WUAQ2VODWVEFRFLAT6CRIJGUUEJA7WBAOWEATKIA,97.288815,77.02600006
EEB3WDOT57VXSTGDDQF456YSJFM3K3N7MPUCCWP3THVJI2UX463N2UWF5I,97,76.79733797
P3DB2QWP6PYB3IQPFY3PRNCVD73XA7NR3ZHMS2AKITJGMLETWAUJVYWOCI,95.256259,75.41677439
MMBM5FOL53D6TFLRUCLBIN4DPVFDEPLGTEDFKWHCUV2HJI6W4JRQQQYW5M,95.23625,75.40093276
K7I2W3CBR3NPHDLTARHBSQGALGICFV2KS5QBBP2FE2Q7HVSE5WUTJK7YR4,94.999999,75.21388691
3KR653YRWFLIYWKBXJAW4TX2IXN3YRD3MZDRGH2X7EJPANWB6BNJSHO5RE,92.706204,73.39783175
KUP6ENW5YSYDRGWQ52XLVJ533STH74MZWCOBJVXRX73EAL46PYNQGRZOYI,92.541771,73.26764602
ZJWG4IM4XNHLJRPQUV54FWQRIH5YU4WLAVLLDGRJR6QKJE2RBF2BFUGDEU,91.372943,72.34225551
ZF2DAWC3T5XF4BEJMRW2CI2O2KGFL4VKMEQD5XXT7JRFN3PRGXUR2QH2DE,91.111564,72.13531519
FQ75KJ6GBPXQOZWLWROK7JLVB7L5TLVML7I5TITMKKQFT7ZFNLGAKHUDHM,89.670702,70.99454853
R7SAJER6AB3ZGUTANFW5Z6J7GPDZRF2EB2OT7P2TQZ3ZJBYRM2IKQUIGOQ,89.035018,70.49126153
6WAX5AVQGKJSYH2YWWHX3MMBSIESIZMA62IHV5YK5LHXUNU4IP7RFZPOCY,88.741791,70.25910634
CIP7RGTNVYZSCEWFIDV4PBWGI5Q2Z6RSPY4WACKBH2L3HR5VD4JV6YDZSA,88.082617,69.73722172
VUIHOLGKHGCRRIHNC65WXXUL2KADRKDUCGG5QLDIBOCE4GBKPORH2TYUZ4,87.904713,69.59637065
AZEZWSZ5UIK6PFQM3EMOPAGD2BDT3DRLHEPKCAI2CRVPFHNY6KGSDZPF3M,87.565871,69.32810092
EGDCGYLEZ5CWKYHMT2LCHCOQADTIGXSXOMP56E6VP5537UE7TQHO76WMUY,87.562775,69.32564974
OA553KZQEMWHN7KKTI4ZORMPRITREKNHBSZNMP453F3O2NAX7X2Z2KLD3M,87.284778,69.10555253
P5YY6UZEBN43Q4UUUS6F3GHW7DOTFUMOHPIAL45AGFISP2QIUYFP2JZENY,87.180791,69.02322341
LIZAC6BVF6LHNCFOSXHKPY6UA5737KXAMF4JF22I3YROIY3KBZPPPWKRUY,83.333332,65.97709342
6EQZSIVDNFPVEID335LSDJ6LBOPT7J6XLLH5PT7WEULT2QDALAZUI5WUPM,83.333332,65.97709342
CREAMR524IQIE2RAXBFQDLMFCW3FAUXEXDX3MWG4ZJSODVZVQVNWVC6KMA,83.333332,65.97709342
LKR7W4UICMWMRKLTAVH367EPFJIPNPU37JSP64PUJVBHKHUGM4RP62MGBI,83.237677,65.90136095
OGIIA3VUNPTBMPZK3SVFSXJCHOWDA2IZCNTP4R2NXD5YL75W7BZ3TWF24Y,82.998446,65.71195575
NLWAXSRVKNAOYQPLBIRZUNM2SKIQVTQZYKDZ6ZKXJVSQMFARNGPFNHSUVM,82.023372,64.93996516
BNX6JYWS2NHYCIX7UT72AX7EILDEDGXAU75FQBJWPCNGBA6Z3NJJCP3ZEM,81.63488,64.63238628
VV67J764EDY5DIDYS2KEFMSJZIJTWEW5PSSFVK5DAH5WLVMS4VJDMEPCXY,79.00885,62.55329233
ZJRTKP3DXPXZY7GALLLSGUY6XPMDP2NJPQKNGFAT4G5L7KQTAMPYASWEBY,79,62.54628556
7ZUW2INKDWY4P62O3HZYN355TNIYHOYVLB7S6SHLTHPP4TIKLW4SOBUB54,77.283882,61.18759181
TZEGW3VKSJPE2XHVGF223M4PXYOYTEJJPK7LKVMHE4MLXUUWHVRCY2BQTE,76.999998,60.96283371
EI325G5NBZXSQQJ7TGFACDHLEECR7PDTLWM4QZVQSU72HNLHCJZ3GMARFI,76.872083,60.86156019
UREF42ZQOHF4FNSQXNRWO6PWOZL7G3Y5Q6KXKCHIKD7LARLVNRVDNATUDU,76.062402,60.22051539
4QB3PM4TDBG7352O65W5BG7KMNVAYAHX3XEBCKTDJFH3QAKFNTCEEIIYLM,75.927974,60.11408536
ZPBFXM2CS6H4AW4ZAU4NWND6MUDO3TRJR6RRP7WYELAFFAYABCXTMBVYFQ,75.881368,60.07718622
4MF6NG34JQG2CVTW2WOI73V6FOLRRX36HCPACIXRP4V7HUVCIKNBXEQM4Q,75.739008,59.96447623
TYWH464KQBWEHCZ3TZUW34E7LAP7GMQRIWS5TT3RM3YYNO4OE3VTBUBB3E,75.72749,59.95535714
OWZVF4A3QCZMK24DUQKGWHWBXBACVJ2JCUGWIY64E2GYJDJOTLVSLWM4DA,75,59.37938503
4L343UOYAH3F7EKUHOQPB5B3NZZULZCYS3LWUMXI7RTBEURMARXR7JZ3DM,75,59.37938503
EKBCAVOPUKCBLLLFLPNRPJFA4LDEVM5K2XCCZGKJ3OOPO6ILQBEEJLZ6VM,75,59.37938503
2IOYDLTSIO756ZB7JZUPCRX4XUSFI5KQVKYLM5TWZUMPU6WDNWQR5DCAYA,75,59.37938503
TOM6Y66RZHJEWFXWRL7V3HI66WTW33SUPNUFPOMVKD7EJGZ3R6CVORBUVQ,74.999997,59.37938265
3ZFHZQXHCMHYVIF7OWP3XDUJPL4I6GODNZMCKL7PNHMIFB37XHTMD5NJUU,73.908133,58.51492648
DHNVQ3MHER26IMBLVR7S2T3HA2GDH4EDNSVA33CD4NASUDTYON5XDJROSU,73.887024,58.49821395
WJ4TXLHUHQK7VMORSQQ4SAKWIK6CN6HB4MYOOTULG2YLZJFJ3IS5E2WJI4,73.815318,58.44144251
2CHTJJ7IDXEQ6JIJ35E7TI5T6GI4ZU55VT4ZLOYLT7GUK4REAX2TMF7D3I,73.332994,58.05957448
TAG7FPOYZLUYDL4AKOIL5QBJ2UPNM6KQ6PNEBZXUA2YCDZS5A3RSBO226Y,73.039468,57.82718257
X4ZEUMRYEGJOXLMNKG6KQYEB2LUNHW7UTSKJCBTOSRA7NGBFBEM75NFBVE,72.901091,57.71762602
ACVS3HUEHZGE5OH6KPJSSAQTTIWJOGROB6RXDQCGODPEOQ4VVWXKVQMF5Y,72.74,57.59008622
CPKMJJ5WIPCZIETT4KQY2OUXQCWJL3G4C52KCALJVHJQHTKS5VZ3UYJWPU,71.880318,56.90945438
XUPVW4543UMWQ6CINCTMG5UQBDR4JE5ENJQYFAFPYF3AQ3YKJVCYUPPSYI,71.472965,56.58694277
OIEIEJYPMXAMPX2UZMST4XXBDGJDJJRRKAVXL6YICX3ISGS6RRCNAKVFDI,71.282746,56.43634161
L5A3JG77PW77FVV6UNZYCSJ5WQW55OKJU3WSJ3NQDHMB5NHEX5UQMXYNTI,70.9039,56.13639971
WV2EDMSCRMFR36AIZ7DCSS32EYETUHSJLAWKBJT3XYTHGDKFHSCTVT34E4,70.806913,56.05961266
BOPJV4Z3EKORZRMIXIN7GUBEMQB7U5V4U2HEGKJ42DNP4YII2P5VTSL6KA,70.603446,55.89852272
BKX5R2EAIWWPW75LDYIGFOOVVWVBZVSXRJAQUJBYDLGIMS4JQU4B2JZZEE,70.426501,55.75843092
ID63WJJTVZUG2DZ2N2Q5RNS3J2TBWIZBKRCHK3RUL3YAI236V36RTHLWGA,70.259873,55.62650734
MUZMYHDUYIRLPWLSD4SMF77LUK4G7KUM4A53DNLDFJ62JHT2S5JVTPV4FU,69.999998,55.42075777
S6VJ42R6F33WDQB4GSQGV3FSJNS47ABO5ABQA5LV3EGPTRQL7ZDVE5ZMUA,69.720707,55.19963607
QCTQSG6USHXBCSXG6FRYVLCY5FNDZBPYUAK6YSWVQNRIJCLCTZXKRDQFWU,69.397692,54.94389698
